station_complex_id,station_name,stop_lon,stop_lat,tract_geoid,median_household_income,total_population,non_white_population,non_white_share,minority_majority,income_quartile,peak_service_trips,routes_served,year,weekday,weekend,ridership_ratio,avg_daily_ridership
405,Bedford Park Blvd-Lehman College,-73.890064,40.873412,36005040900,58466.0,3460.0,2894.0,0.8364161849710983,True,Q2,84,4,2024.0,18284.751908396946,7883.576923076923,0.8813171405629829,13084.164415736934
406,Kingsbridge Rd,-73.897174,40.86776,36005040304,33218.0,3766.0,3312.0,0.8794476898566118,True,Q1,85,4,,,,,
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2020.0,5093.927480916031,3318.9417475728155,1.0,4206.434614244423
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2020.0,5093.927480916031,3318.9417475728155,0.6515486841944552,4206.434614244423
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2021.0,6189.072796934866,4830.413461538462,1.214990362568314,5509.743129236664
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2021.0,6189.072796934866,4830.413461538462,0.9482689888372378,5509.743129236664
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2022.0,9532.25,6964.257142857143,1.8712967618231255,8248.253571428571
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2022.0,9532.25,6964.257142857143,1.3671684901185075,8248.253571428571
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2023.0,10965.63846153846,8207.619047619048,2.1526883730913524,9586.628754578753
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2023.0,10965.63846153846,8207.619047619048,1.6112555740866354,9586.628754578753
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2024.0,11802.339694656488,9321.35576923077,2.3169430147706183,10561.847731943628
407,Fordham Rd,-73.901034,40.862803,36005040100,26406.0,4759.0,4439.0,0.9327589829796176,True,Q1,86,4,2024.0,11802.339694656488,9321.35576923077,1.8298956559849824,10561.847731943628
408,183 St,-73.903879,40.858407,36005023900,46927.0,9197.0,8454.0,0.9192127867782972,True,Q1,84,4,,,,,
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2020.0,3274.06106870229,2491.757281553398,1.0,2882.909175127844
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2020.0,3274.06106870229,2491.757281553398,0.7610601113622579,2882.909175127844
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2021.0,4605.697318007663,4471.5,1.4067230944574842,4538.598659003832
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2021.0,4605.697318007663,4471.5,1.3657350630213896,4538.598659003832
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2022.0,6958.75,6880.638095238095,2.125418510522217,6919.6940476190475
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2022.0,6958.75,6880.638095238095,2.101560707285558,6919.6940476190475
409,Burnside Av,-73.907684,40.853453,36005024300,29747.0,5062.0,4492.0,0.8873962860529435,True,Q1,85,4,2023.0,8129.992307692308,7983.057142857143,2.4831523105690634,8056.524725274725
