station_complex_id,year,day_type,avg_daily_ridership,ridership_ratio
119,2020,weekend,3509.0096153846152,0.511803904679677
119,2021,weekday,11328.674329501915,1.6523351008395537
119,2021,weekend,9597.826923076924,1.3998836806071513
119,2022,weekday,15663.838461538462,2.2846371385643476
119,2022,weekend,12345.866666666667,1.8006969085954165
119,2023,weekday,17153.592307692306,2.5019240425757325
119,2023,weekend,12281.457142857143,1.791302506927281
119,2024,weekday,18707.946564885497,2.728633189965674
119,2024,weekend,13199.0,1.925130016244376
120,2020,weekday,8533.824427480917,1.0
120,2020,weekend,5876.211538461538,0.6885789118813785
120,2021,weekday,13391.498084291188,1.569225872654167
120,2021,weekend,14229.615384615385,1.66743709172088
120,2022,weekday,19822.55,2.322821399531813
120,2022,weekend,19823.64761904762,2.322950019361873
120,2023,weekday,23416.938461538462,2.7440145576619113
120,2023,weekend,21943.17142857143,2.5713174222227106
120,2024,weekday,24481.8320610687,2.8687995949660574
120,2024,weekend,22599.615384615383,2.6482400214186876
122,2020,weekday,3354.0267175572517,1.0
122,2020,weekend,1483.2307692307693,0.4422238980585733
122,2021,weekday,4453.685823754789,1.3278623573393664
122,2021,weekend,3149.778846153846,0.939103683839418
122,2022,weekday,5973.030769230769,1.7808536640343002
122,2022,weekend,3670.133333333333,1.094246898547756
122,2023,weekday,6643.653846153846,1.9807993214175825
122,2023,weekend,4179.771428571428,1.2461950307943788
122,2024,weekday,6905.026717557252,2.0587274041114987
122,2024,weekend,4454.490384615385,1.328102236424522
123,2020,weekday,2677.263358778626,1.0
123,2020,weekend,1078.9615384615386,0.40300911560443703
123,2021,weekday,3511.9157088122606,1.3117557887224085
123,2021,weekend,2060.2884615384614,0.7695501657626876
123,2022,weekday,4520.203846153846,1.6883672767314062
123,2022,weekend,2336.285714285714,0.8726394833833357
123,2023,weekday,4731.619230769231,1.7673342501978615
123,2023,weekend,2742.894230769231,1.024514163604938
123,2024,weekday,4881.954198473282,1.8234867266477819
123,2024,weekend,2935.480769230769,1.0964482666994488
124,2020,weekday,2597.709923664122,1.0
124,2020,weekend,1338.9615384615386,0.5154392052261579
124,2021,weekday,3457.4521072796933,1.3309615811156035
124,2021,weekend,3000.8365384615386,1.1551853850674745
124,2022,weekday,4455.423076923077,1.715134948800832
124,2022,weekend,3405.609523809524,1.3110045478079566
124,2023,weekday,4915.523076923077,1.89225249214494
124,2023,weekend,3869.769230769231,1.4896848934198332
124,2024,weekday,4955.62213740458,1.9076888039964737
124,2024,weekend,3981.971153846154,1.5328775232261127
125,2020,weekday,2677.8320610687024,1.0
125,2020,weekend,1554.3203883495146,0.5804398307671308
125,2021,weekday,3494.2337164750957,1.3048741059140854
125,2021,weekend,3088.278846153846,1.1532757752259257
125,2022,weekday,4602.984615384616,1.7189220647196224
125,2022,weekend,3555.809523809524,1.3278687545440873
125,2023,weekday,5166.253846153846,1.9292673059161274
125,2023,weekend,4067.809523809524,1.519068198095325
125,2024,weekday,5137.8511450381675,1.918660703086694
125,2024,weekend,4318.951923076923,1.6128539148766716
126,2020,weekday,2827.2786259541986,1.0
126,2020,weekend,1613.2135922330096,0.5705888260972349
126,2021,weekday,3762.5785440613026,1.3308127856664438
126,2021,weekend,3487.951923076923,1.2336781706117659
126,2022,weekday,5065.003846153846,1.791476722406311
126,2022,weekend,4318.788461538462,1.527542571111428
126,2023,weekday,5830.880769230769,2.0623651010918187
126,2023,weekend,5353.447619047619,1.89349842279547
126,2024,weekday,6404.908396946565,2.26539695739571
126,2024,weekend,5908.836538461538,2.089937823679236
127,2020,weekday,4879.797709923664,1.0
127,2020,weekend,2352.0096153846152,0.481989163321569
127,2021,weekday,6400.24521072797,1.3115800267114126
127,2021,weekend,4507.067307692308,0.9236176529462761
127,2022,weekday,7622.5,1.5620524564980873
127,2022,weekend,4743.780952380952,0.9721265581837326
